Provenance,Tool,Software,Vendor,Group,Integration,Band,Comp_or_Neural,X,Y,Recurrence,Inputs,Inference_Locus,Model_Backend,Date_Note,Source_URL,Status,Notes
survey 260812,Forma Rapid Analyses,Autodesk Forma,Autodesk,Autodesk,hosted service,Conditioned,neural,6,6.5,persistent,"Current massing and site model; wind rose climate data for wind, road and noise sources for noise","Neural surrogates trained on detailed-analysis results resolve predicted wind comfort and ground noise from the current massing within seconds, re-predicting as the design changes.",proprietary surrogates trained on detailed CFD and noise simulation results,"Rapid wind June 2023; rapid noise July 2023, per Forma blog",https://blogs.autodesk.com/forma/2023/06/06/formas-rapid-wind-analysis-offers-instant-insights-into-wind-conditions/,verified,Wind and noise merged to one row — same mechanism per an Autodesk forum staff reply; can split if the author prefers. Noise source: https://blogs.autodesk.com/forma/2023/07/03/game-changing-rapid-noise-analysis-comes-to-forma-2/
survey 260812,Fusion Automated Modeling,Fusion,Autodesk,Autodesk,core,Conditioned,computational,5.5,2,single-pass,"Selected faces to connect, bodies to avoid","Shape-synthesis algorithms derived from generative design resolve connecting geometry between selected faces, returning several smooth and sharp connection alternatives per run; invoked from the design workspace without load or constraint setup.",proprietary (generative-design-derived algorithms),"Released from technical preview per Engineering.com coverage, Fusion 360 update cycle circa 2022",https://www.engineering.com/generative-design-for-everyone-meet-automated-modeling-from-autodesk/,verified,Available across license types per coverage.
survey 260812,Fusion Drawing Automation,Fusion,Autodesk,Autodesk,core,Conditioned,hybrid,6.2,2.5,single-pass,"3D model or assembly, drawing template and style choices","The system resolves 2D sheets from a 3D model or assembly: view selection, dimensions, annotations, BOM tables, and fastener exclusion are generated per component against a chosen template. Invoked as a batch generation over the design.",proprietary (Autodesk AI); mix of learned and rule-based steps per vendor blog,Released May 2025 per Fusion blog,https://www.autodesk.com/products/fusion-360/blog/drawing-automation-autodesk-fusion/,verified,Can recognize sheet-metal parts and add bend tables; output is editable drawing geometry.
survey 260812,Fusion Generative Design,Fusion,Autodesk,Autodesk,core (cloud solve),Conditioned,computational,6,3.5,iterative,"Preserve and obstacle geometry, loads, materials, manufacturing methods, design objectives","Cloud solvers resolve load-bearing geometry from preserve and obstacle regions, loads, materials, and manufacturing constraints; each study returns multiple outcomes for exploration. Invoked per study as a cloud job.","proprietary solvers, cloud compute",Help documentation read August 2026; initial ship date predates sources read,https://help.autodesk.com/cloudhelp/ENU/Fusion-GenerativeDesign/files/GD-OVERVIEW.htm,verified,Cloud solve consumes tokens or a simulation extension per docs.
survey 260812,Fusion Sketch AutoConstrain,Fusion,Autodesk,Autodesk,core,Conditioned,neural,7.5,2.5,iterative,Sketch geometry as drawn,A Transformer-based model infers likely dimensions and geometric constraints from sketch geometry and proposes them for application; the designer accepts or rejects the suggestions.,"Transformer model trained on constrained-sketch data with classifier-free guidance, per Autodesk Research",Announced Autodesk University October 2024; live by January 2025 per Engineering.com,https://www.research.autodesk.com/blog/using-ai-to-power-autoconstrain-in-fusion-automated-sketching/,verified,Suggestions land as ordinary parametric constraints; the resulting model stays fully explicit.
survey 260812,Maya ML Deformer,Maya,Autodesk,Autodesk,core,Conditioned,neural,7.2,8,persistent,"Training animation of the designer's own rig (mocap, keyframes, or Pose Generator randomization) plus driver-control values per frame","A trained model approximates a rig's complex deformation from driver-control values, resolving an approximate shape per frame during posing and playback. Training data comes from the rig itself: keyframed or mocap sequences, or randomized poses from the built-in Pose Generator.","proprietary per-character model, trained in Maya","Maya 2025.2, July 2024, per CG Channel",https://www.cgchannel.com/2024/07/maya-2025-2-adds-a-new-ml-deformer/,verified,Approximation for interactivity; the source rig can be restored at render time. Autodesk suggests it for background and crowd characters. y reflects frame-rate inference during playback.
survey 260812,Maya MotionMaker,Maya,Autodesk,Autodesk,core,Conditioned,neural,2.8,4.5,iterative,"Guide path drawn in the viewport, or start and end position keys; character type (biped, quadruped); action rows in the MotionMaker Editor",A learned motion model resolves full-body locomotion for biped and quadruped characters from a guide path drawn in the viewport or from start and end keys; generated motion can be edited as keys afterward. Aimed at previs and layout.,"proprietary; trained on three motion-capture sets (male and female actors, wolf) per coverage","Maya 2026.1, June 2025; model and performance updates in Maya 2026.2, August 2025, per CG Channel",https://www.cgchannel.com/2025/06/autodesk-adds-ai-animation-tool-motionmaker-to-maya-2026-1/,verified,"Band held provisionally as Conditioned; sits near the boundary with Inferential — the path governs trajectory, the gait comes from learned structure. To be confirmed."
survey 260812,Revit Generative Design,Revit,Autodesk,Autodesk,addon,Conditioned,computational,7,3,iterative,"Dynamo graph authored by the designer, goals, constraints, variable ranges","An evolutionary solver generates and ranks design options from a Dynamo graph plus designer-set goals, constraints, and variable ranges; each run resolves a population of alternatives for review.",Dynamo plus evolutionary optimization; no learned model documented,Shipping with Revit subscription; a 2026 Dynamo forum thread reports no roadmap items for it,https://www.generativedesign.org/01-introduction/01-05_gd-for-revit,verified,"The generative logic itself is designer-authored, which pulls x up. Possibly winding down in favor of Forma, to be confirmed."
survey 260812,Project Bernini,Project Bernini (research),Autodesk,Autodesk,research preview,Inferential,neural,1.5,2,single-pass,"Text prompt, single or multiple 2D images, sketches, voxels, point clouds, or combinations","A generative model resolves 3D shapes from text, images, sketches, voxels, or point clouds, generating shape and texture separately; it can produce functional geometry such as watertight, hollow vessels. Trained on roughly 10 million 3D shapes.",proprietary experimental model trained on ~10M CAD and organic shapes,"Announced May 8, 2024; experimental, unreleased as of sources read (August 2026)",https://adsknews.autodesk.com/en/news/research-project-bernini/,verified,"Research preview, no product integration. Autodesk describes it as groundwork for foundation models across its industries."
survey 260812,Blender Compositor,Blender,Blender Foundation,Blender,core,Explicit,computational,8.6,2,persistent,Node graph over render passes and images,"Output resolves by evaluating the compositing node graph over render passes; re-evaluation follows graph or input changes. The Denoise node can run OpenImageDenoise inside this graph, a neural step addressable as a node.",,Manual current for 5.2 LTS (July 2026); 5.2 added string node support in the Compositor.,https://docs.blender.org/manual/en/latest/compositing/introduction.html,verified,Explicit graph that can host a neural node (Denoise); the graph governs where inference sits.
survey 260812,Blender Geometry Nodes,Blender,Blender Foundation,Blender,core,Explicit,computational,8.8,3.5,persistent,"Node graph: input geometry, fields, attributes, exposed parameters",Geometry resolves by evaluating the node graph over input geometry and fields; the dependency graph re-evaluates on parameter or input change. Specification stays fully addressable.,,In core since 2.92 (2021); 5.0 (Nov 2025) added Volume and SDF nodes; 5.2 LTS (July 2026) added an experimental node-based approach to hair and cloth physics.,https://docs.blender.org/manual/en/latest/modeling/geometry_nodes/introduction.html,verified,"Sits at the Houdini SOP anchor (8.8/3.5): procedural dependency graph, live re-evaluation, zero learned structure."
survey 260812,Blender Mesh Modeling,Blender,Blender Foundation,Blender,core,Explicit,computational,8.7,1.5,iterative,Vertex/edge/face edits; modifier stack parameters,Geometry resolves from direct edit operations and the procedural modifier stack; each step is addressable and reorderable in the session. Computation runs on invocation of each tool.,,Core mode; manual current for Blender 5.2 LTS (July 2026). Blender 5.0 (Nov 2025) added Array and Scatter on Surface modifiers.,https://docs.blender.org/manual/en/latest/modeling/meshes/editing/introduction.html,verified,Anchor row for the explicit end of the Blender ecosystem; comparable to Photoshop Layers in governance.
survey 260812,Blender Physics Simulation,Blender,Blender Foundation,Blender,core,Explicit,computational,8.4,4,iterative,"Solver settings, collision geometry, force fields, cache/bake ranges","Cloth, rigid-body, and Mantaflow fluid solvers integrate simulation state per frame from designer-set parameters and collision geometry; results bake to caches. Invoked per frame or on bake.",,Mantaflow fluids in core since 2.82 (2020); manual current for 5.2 LTS (July 2026).,https://docs.blender.org/manual/en/latest/physics/introduction.html,verified,"Emergent detail from computation, not inference; the parameters govern, the solver accumulates state across frames."
survey 260812,Blender Sculpting,Blender,Blender Foundation,Blender,core,Explicit,computational,8.2,1.5,iterative,"Brush strokes, dyntopo/remesh settings",The surface resolves from accumulated brush strokes over the mesh; dynamic topology and voxel remeshing recompute tessellation from settings. Computation follows each stroke.,,Long-standing core mode; manual current for 5.2 LTS (July 2026).,https://docs.blender.org/manual/en/latest/sculpt_paint/sculpting/index.html,verified,
survey 260812,AI Render,Blender (addon),Ben Rugg (open source),Blender,addon,Conditioned,neural,5.2,3.5,iterative,"Rendered frame, text prompt, image-similarity strength; animatable settings","Stable Diffusion img2img resolves a new image from the Blender render plus a prompt, with a strength setting balancing render against prompt; can run per animation frame with animated settings.",Stable Diffusion via local Automatic1111 or hosted API; SDXL supported,"Repository active through Dec 2025, including a fix for Blender 5.0 compatibility.",https://github.com/benrugg/AI-Render,verified,"The scene render is the control signal; sits near the Img2Img anchor (5.5/3.0), animation batch mode lifts recurrence."
survey 260812,BlendArMocap,Blender (addon),cgtinker (open source),Blender,addon,Conditioned,hybrid,5,7.5,persistent,Webcam stream or movie file; target Rigify rig,"MediaPipe pose, hand, and face estimation resolves landmark motion from camera frames in real time; detected motion transfers to Rigify rigs through computational retargeting. Runs continuously during capture.","Google MediaPipe (pose, hand, face models)","Author states active maintenance has stopped, with pull requests considered; repository last pushed Dec 2025. Forked by the freemocap project.",https://github.com/cgtinker/BlendArMocap,verified,"Frame-rate neural estimation conditioned on live footage — high recurrence with source governance, a corner few Blender modes occupy. Maintenance status flagged; freemocap forks continue the lineage."
survey 260812,Blender Cycles Denoising,Blender,Blender Foundation,Blender,core,Conditioned,neural,7.2,7.5,persistent,Noisy render; optional albedo and normal passes; denoiser and quality settings,"A trained denoiser resolves a cleaner image from the noisy render, conditioned on color plus optional albedo and normal passes. Runs per final frame and continuously during viewport rendered mode.",Intel Open Image Denoise; NVIDIA OptiX AI denoiser,OptiX viewport denoising added in 2.83 (2020); manual current for 5.2 LTS documents a GPU option for OpenImageDenoise and per-pass prefiltering.,https://docs.blender.org/manual/en/latest/render/cycles/render_settings/sampling.html,verified,The neural row inside core Blender. Viewport denoising re-runs at interactive rates (y toward 8); final-render denoise is single-pass per frame (y nearer 2). Candidate marks the viewport mode.
